date,province,quantile_01.0,quantile_02.5,quantile_25.0,median,quantile_75.0,quantile_97.5,quantile_99.0,mean
2019-12-25,Tianjin,1,1,1,1,2,3,3.469999999999999,1.5
2019-12-25,Xinjiang,1,1,1,1,1.25,2,2,1.25
2019-12-25,Yunnan,1,1,1,1,2,3.674999999999997,4,1.4074074074074074
2019-12-25,Zhejiang,1,2,4.5,7,9,15,21.039999999999992,7.141414141414141
2019-12-26,Anhui,1,1,3,5,6,11.524999999999991,14.010000000000005,5
2019-12-26,Beijing,1,1,2,4,5,10,12.030000000000001,4.010204081632653
2019-12-26,Chongqing,1,2,4,6,8,12,13.030000000000015,6.3
2019-12-26,Fujian,1,1,1,2,2.75,4.974999999999994,5.189999999999998,2.0121951219512195
2019-12-26,Gansu,1,1,1,1,2,3,3,1.5128205128205128
2019-12-26,Guangdong,2.9899999999999998,4,7,10,13,19,20.04000000000002,10.5
2019-12-26,Guangxi,1,1,1,3,3,5.724999999999994,6.180000000000007,2.630434782608696
2019-12-26,Guizhou,1,1,1,1,1,2,2,1.2
2019-12-26,Hainan,1,1,1,1,2,5.299999999999983,7,1.7866666666666666
2019-12-26,Hebei,1,1,1,1,2,4.424999999999997,5.3699999999999974,1.6875
2019-12-26,Heilongjiang,1,1,1,2,2,3.549999999999983,6.240000000000009,1.8285714285714285
2019-12-26,Henan,1.99,3,6,7,9.25,16.049999999999983,17.10000000000005,7.82
2019-12-26,Hong Kong,1,1,1,1,1,1.5500000000000007,1.8200000000000003,1.0526315789473684
2019-12-26,Hubei,82.95,84,99,111,132.25,255.47499999999968,305.5000000000003,122.4
2019-12-26,Hunan,1,2,4,6,8,14.549999999999997,15.059999999999988,6.1313131313131315
2019-12-26,Inner Mongolia,1,1,1,1,1,2,2,1.2333333333333334
2019-12-26,Jiangsu,1,1,1,3,4,7,7.600000000000023,2.865168539325843
2019-12-26,Jiangxi,1,1,2,3,4.75,11,12.069999999999993,3.648936170212766
2019-12-26,Jilin,1,1,1,1,1,2,2,1.1538461538461537
2019-12-26,Liaoning,1,1,1,2,2,5,5.450000000000003,1.9285714285714286
2019-12-26,Ningxia,1,1,1,1,1,2.4250000000000007,2.7699999999999996,1.25
2019-12-26,Qinghai,1,1,1,1,1,1,1,1
2019-12-26,Shaanxi,1,1,1,1,2,4,4.359999999999999,1.7076923076923076
2019-12-26,Shandong,1,1,2,3,4,8.700000000000003,9.399999999999991,3.2580645161290325
2019-12-26,Shanghai,1,1,2,3,4,8,9.349999999999966,3.276595744680851
2019-12-26,Shanxi,1,1,1,1,2,2.924999999999997,3.5700000000000003,1.4772727272727273
2019-12-26,Sichuan,1,1,2,3,5,7.575000000000003,8.030000000000001,3.6530612244897958
2019-12-26,Taiwan,1,1,1,1,1,1,1,1
2019-12-26,Tianjin,1,1,1,1,2,3,3.4399999999999977,1.5789473684210527
2019-12-26,Xinjiang,1,1,1,1,1.5,2,2,1.2592592592592593
2019-12-26,Yunnan,1,1,1,1,2,4,4,1.4754098360655739
2019-12-26,Zhejiang,2,2,6,8,10,17,23.02000000000001,8.12
2019-12-27,Anhui,1,2,4,5,7,12.524999999999991,15.010000000000005,5.8
2019-12-27,Beijing,1,1,3,4,6,10.575000000000003,13,4.551020408163265
2019-12-27,Chongqing,1.99,2,5,7,9,14,14.100000000000051,7.36
2019-12-27,Fujian,1,1,1,2,3,5,6,2.227272727272727
2019-12-27,Gansu,1,1,1,1,2,3,3.5600000000000023,1.5555555555555556
2019-12-27,Guangdong,3.99,4.95,9,12,15,21,21.08000000000004,12.47
2019-12-27,Guangxi,1,1,2,3,4,7,7.2099999999999795,3.127659574468085
2019-12-27,Guizhou,1,1,1,1,1,2,2,1.2162162162162162
2019-12-27,Hainan,1,1,1,2,2,5,7.179999999999993,1.9759036144578312
2019-12-27,Hebei,1,1,1,1,2,5,5.639999999999986,1.7246376811594204
2019-12-27,Heilongjiang,1,1,1,2,2,4.125,6.5,1.9210526315789473
2019-12-27,Henan,3,3,7,8,11,17.52499999999999,18.12000000000006,9.04
2019-12-27,Hong Kong,1,1,1,1,1,2,2,1.0909090909090908
2019-12-27,Hubei,96.98,97.94999999999999,117.75,129,155.75,296.29999999999956,354.60000000000036,144.48
2019-12-27,Hunan,2,2.475,5,6,9,15.524999999999991,19.02000000000001,7.21
2019-12-27,Inner Mongolia,1,1,1,1,2,2.0249999999999986,2.6099999999999994,1.3
2019-12-27,Jiangsu,1,1,2,3,4.75,8,11.139999999999986,3.25531914893617
2019-12-27,Jiangxi,1,1,2,4,5.5,12.299999999999983,14.060000000000002,4.347368421052631
2019-12-27,Jilin,1,1,1,1,1,2,2,1.1724137931034482
2019-12-27,Liaoning,1,1,1,2,3,5,5.390000000000001,2.032258064516129
2019-12-27,Ningxia,1,1,1,1,1,2.3000000000000007,2.719999999999999,1.2758620689655173
2019-12-27,Qinghai,1,1,1,1,1,1,1,1
2019-12-27,Shaanxi,1,1,1,2,2,4.200000000000003,5,1.8767123287671232
2019-12-27,Shandong,1,1,2,3,5,9.25,10.199999999999989,3.84375
2019-12-27,Shanghai,1,1,2,3,5,9,9.300000000000011,3.6736842105263157
2019-12-27,Shanxi,1,1,1,1,2,3.6499999999999986,4,1.5818181818181818
2019-12-27,Sichuan,1,1,3,4,6,8.549999999999997,9.019999999999996,4.333333333333333
2019-12-27,Taiwan,1,1,1,1,1,1,1,1
2019-12-27,Tianjin,1,1,1,1,2,3.5,4,1.6557377049180328
2019-12-27,Xinjiang,1,1,1,1,1,2,2,1.21875
2019-12-27,Yunnan,1,1,1,1,2,4,4,1.59375
2019-12-27,Zhejiang,2,2,6,9,12,18.52499999999999,26.070000000000036,9.56
2019-12-28,Anhui,2,2,5,6,8,14,15.030000000000015,6.72
2019-12-28,Beijing,1,1.4250000000000003,3,5,6,11,14,5.23469387755102
2019-12-28,Chongqing,2,3.475,6,8,11,14,15.110000000000056,8.57
2019-12-28,Fujian,1,1,1,2,3,5.724999999999994,6,2.467391304347826
2019-12-28,Gansu,1,1,1,2,2,3,3.519999999999996,1.7142857142857142
2019-12-28,Guangdong,5.989999999999999,7.475,11,14,17.25,26.049999999999983,27.04000000000002,14.86
2019-12-28,Guangxi,1,1,2,3,5,7,7.180000000000007,3.5473684210526315
2019-12-28,Guizhou,1,1,1,1,1.5,2,2,1.255813953488372
2019-12-28,Hainan,1,1,1,2,3,6,7.140000000000001,2.160919540229885
2019-12-28,Hebei,1,1,1,1,2,5.174999999999997,6.269999999999996,1.8243243243243243
2019-12-28,Heilongjiang,1,1,1,2,3,4,6.200000000000017,2.123456790123457
2019-12-28,Henan,3,4,8,10,12,20.574999999999974,27.070000000000036,10.51
2019-12-28,Hong Kong,1,1,1,1,1,2,2,1.0714285714285714
2019-12-28,Hubei,115.96000000000001,118,139.75,152.5,182,347.54999999999944,419.63000000000034,170.47
2019-12-28,Hunan,3,3,6,8,11,18.52499999999999,20.04000000000002,8.49
2019-12-28,Inner Mongolia,1,1,1,1,2,3,3,1.3695652173913044
2019-12-28,Jiangsu,1,1,2,3,5,9.649999999999991,15.060000000000002,3.873684210526316
2019-12-28,Jiangxi,1,1.375,3,4,6.25,13.25,14.149999999999991,5.03125
2019-12-28,Jilin,1,1,1,1,1,2.1000000000000014,2.6400000000000006,1.1891891891891893
2019-12-28,Liaoning,1,1,1,2,3,5.2749999999999915,6.310000000000002,2.2
2019-12-28,Macau,1,1,1,1,1,1,1,1
2019-12-28,Ningxia,1,1,1,1,2,2.125,2.6499999999999986,1.4166666666666667
2019-12-28,Qinghai,1,1,1,1,1,1,1,1
2019-12-28,Shaanxi,1,1,1,2,3,5,5.219999999999999,2.1012658227848102
2019-12-28,Shandong,1,1,3,4,6,9.599999999999994,10.19999999999996,4.391752577319588
2019-12-28,Shanghai,1,1,2,4,6,9.649999999999991,11.300000000000011,4.315789473684211
2019-12-28,Shanxi,1,1,1,1,2,4,5,1.639344262295082
2019-12-28,Sichuan,1,1,3,5,6.5,9.549999999999997,10,4.878787878787879
2019-12-28,Taiwan,1,1,1,1,1,1,1,1
2019-12-28,Tianjin,1,1,1,1,2,4,4.359999999999999,1.8153846153846154
2019-12-28,Tibet,1,1,1,1,1,1,1,1
2019-12-28,Xinjiang,1,1,1,1,2,2.1000000000000014,2.6400000000000006,1.2972972972972974
2019-12-28,Yunnan,1,1,1,2,2,4.299999999999997,5.319999999999993,1.8115942028985508
2019-12-28,Zhejiang,2,3,8.75,11,14.25,23,28.090000000000046,11.5
2019-12-29,Anhui,2.9899999999999998,3,6,7,9,15.524999999999991,16.030000000000015,7.72
2019-12-29,Beijing,1,1.4500000000000002,5,6,8,12.549999999999997,15.019999999999996,6.363636363636363
2019-12-29,Chongqing,2.9899999999999998,4,7,9,13,17.52499999999999,19.090000000000046,9.95
2019-12-29,Fujian,1,1,2,2,4,6.700000000000003,7,2.870967741935484
2019-12-29,Gansu,1,1,1,2,2,4,4,1.8148148148148149
2019-12-29,Guangdong,8,9.475000000000001,13.75,17,20,31.049999999999983,33.070000000000036,17.48
2019-12-29,Guangxi,1,1,3,4,5,8,9.079999999999984,4.030927835051546
2019-12-29,Guizhou,1,1,1,1,2,3,3,1.3478260869565217
2019-12-29,Hainan,1,1,1,2,3,7,9.129999999999995,2.477272727272727
2019-12-29,Hebei,1,1,1,2,3,5.099999999999994,6.719999999999985,2.0779220779220777
2019-12-29,Heilongjiang,1,1,1,2,3,5,5.720000000000027,2.2808988764044944
2019-12-29,Henan,3.99,4.475,9,12,14,24.574999999999974,29.090000000000046,12.05
2019-12-29,Hong Kong,1,1,1,1,1,2,2,1.1935483870967742
2019-12-29,Hubei,130.92,134.47500000000002,161.75,179.5,214.25,408.3749999999994,504.5700000000003,199.97
2019-12-29,Hunan,3,4,6,9,12.25,21,23.030000000000015,9.88
2019-12-29,Inner Mongolia,1,1,1,1,2,3,3.490000000000002,1.4038461538461537
2019-12-29,Jiangsu,1,1,2,4,6,10,17.019999999999996,4.444444444444445
2019-12-29,Jiangxi,1,1.4000000000000004,3,5,8,14,15.079999999999984,5.814432989690721
2019-12-29,Jilin,1,1,1,1,1,3,3,1.25
2019-12-29,Liaoning,1,1,1,2,3,5,7.200000000000003,2.3209876543209877
2019-12-29,Macau,1,1,1,1,1,1,1,1
2019-12-29,Ningxia,1,1,1,1,2,2.9499999999999957,3,1.3953488372093024
2019-12-29,Qinghai,1,1,1,1,1,1,1,1
2019-12-29,Shaanxi,1,1,2,2,3,5,5.200000000000003,2.54320987654321
2019-12-29,Shandong,1,1.4500000000000002,3,5,6.5,12,14.09999999999998,5.191919191919192
2019-12-29,Shanghai,1,1,3,4.5,6,11.575000000000003,12.150000000000006,4.887755102040816
2019-12-29,Shanxi,1,1,1,1,2,4.449999999999996,5.380000000000003,1.7619047619047619
2019-12-29,Sichuan,1,1.475,4,5,7,10.524999999999991,11.010000000000005,5.61
2019-12-29,Taiwan,1,1,1,1,1,1,1,1
2019-12-29,Tianjin,1,1,1,2,2.75,4,4.349999999999994,1.9090909090909092
2019-12-29,Tibet,1,1,1,1,1,1,1,1
2019-12-29,Xinjiang,1,1,1,1,1.75,2.9750000000000014,3,1.3095238095238095
2019-12-29,Yunnan,1,1,1,2,2.75,5,5.230000000000004,1.935897435897436
2019-12-29,Zhejiang,3.99,4,10,13,17,28.099999999999966,31.090000000000046,13.8
2019-12-30,Anhui,3.99,4,7,9,11,17,22.02000000000001,9.22
2019-12-30,Beijing,1,2,5,7,9,15,15.059999999999988,7.5353535353535355
2019-12-30,Chongqing,4.98,5,8,10.5,15,20.049999999999983,22.08000000000004,11.57
2019-12-30,Fujian,1,1,2,3,4,8,9.049999999999997,3.3333333333333335
2019-12-30,Gansu,1,1,1,2,2,4,4,1.84375
2019-12-30,Guangdong,10.99,12,16,19,23.25,34.04999999999998,37.08000000000004,20.31
2019-12-30,Guangxi,1,1,3,4,6,9,11.019999999999996,4.636363636363637
2019-12-30,Guizhou,1,1,1,1,1.5,3,3,1.3220338983050848
2019-12-30,Hainan,1,1,1,2,4,7.700000000000003,10,2.849462365591398
2019-12-30,Hebei,1,1,1,2,3,6,7.3799999999999955,2.268292682926829
2019-12-30,Heilongjiang,1,1,1.25,2,3.75,6,7.439999999999998,2.7111111111111112
2019-12-30,Henan,5,5,11,13.5,15,29.099999999999966,36.050000000000026,13.96
2019-12-30,Hong Kong,1,1,1,1,1,2,2,1.21875
2019-12-30,Hubei,153.9,158.425,189,212.5,247.75,478.44999999999914,585.6600000000003,234.42
2019-12-30,Hunan,4,4,8,10.5,14,23,27.010000000000005,11.4
2019-12-30,Inner Mongolia,1,1,1,1,2,3.6499999999999986,4,1.5636363636363637
2019-12-30,Jiangsu,1,1,3,5,6.25,12.049999999999983,20.010000000000005,5.13
2019-12-30,Jiangxi,1.97,2,4,6,9,15.575000000000003,18.03,6.918367346938775
2019-12-30,Jilin,1,1,1,1,2,3,3.539999999999999,1.425531914893617
2019-12-30,Liaoning,1,1,1,2,4,5.849999999999994,7.560000000000002,2.5632183908045976
2019-12-30,Macau,1,1,1,1,1,1,1,1
2019-12-30,Ningxia,1,1,1,1,2,3,3.5600000000000023,1.5777777777777777
2019-12-30,Qinghai,1,1,1,1,1,1,1,1
2019-12-30,Shaanxi,1,1,2,3,4,6,6,2.8117647058823527
2019-12-30,Shandong,1,2,4,5,7,13.524999999999991,15.06000000000003,5.92
2019-12-30,Shanghai,1,1,3,5,7,12.549999999999997,14.079999999999984,5.686868686868687
2019-12-30,Shanxi,1,1,1,2,2,4.699999999999989,6,1.9850746268656716
2019-12-30,Sichuan,1,1.475,4,6,8,13.524999999999991,15,6.53
2019-12-30,Taiwan,1,1,1,1,1,1,1,1
2019-12-30,Tianjin,1,1,1,2,3,4.25,5,2.028169014084507
2019-12-30,Tibet,1,1,1,1,1,1,1,1
2019-12-30,Xinjiang,1,1,1,1,1.75,3,3,1.326086956521739
2019-12-30,Yunnan,1,1,1,2,3,6,6.209999999999994,2.2625
2019-12-30,Zhejiang,5.989999999999999,6.475,13,16,19.25,33.52499999999999,37.090000000000046,16.54
2019-12-31,Anhui,4.98,5,8,10,12.25,18.52499999999999,28,10.67
2019-12-31,Beijing,1,1.475,6,8,11,16,18.04000000000002,8.74
2019-12-31,Chongqing,5.97,6.475,9,13,17,22,23.10000000000005,13.46
2019-12-31,Fujian,1,1,3,4,5,9.599999999999994,10.039999999999992,3.9587628865979383
2019-12-31,Gansu,1,1,1,2,2,4.299999999999997,5,1.9710144927536233
2019-12-31,Guangdong,12.979999999999999,13.475000000000001,19,22.5,28,39,42.10000000000005,23.43
2019-12-31,Guangxi,1,1,4,5,7,10.524999999999991,12.010000000000005,5.51
2019-12-31,Guizhou,1,1,1,1,2,3,3,1.3934426229508197
2019-12-31,Hainan,1,1,2,3,4,8,10,3.294736842105263
2019-12-31,Hebei,1,1,1,2,3,7,8.259999999999991,2.5454545454545454
2019-12-31,Heilongjiang,1,1,2,3,4,8,8.360000000000014,3.2282608695652173
2019-12-31,Henan,7,8,13,15,18,31.574999999999974,43,15.99
2019-12-31,Hong Kong,1,1,1,1,1.5,2.049999999999997,2.6199999999999974,1.2820512820512822
2019-12-31,Hubei,189.84,195.85000000000002,224,252.5,296,566.6749999999989,702.6800000000003,277
2019-12-31,Hunan,5.9799999999999995,6.475,10,13,16,26,28.050000000000026,13.76
2019-12-31,Inner Mongolia,1,1,1,2,2,3.549999999999997,4,1.7457627118644068
2019-12-31,Jiangsu,1,1,4,6,7.25,15.524999999999991,22,6.09
2019-12-31,Jiangxi,1,2,5,7,10,18.19999999999999,21.019999999999996,8.151515151515152
2019-12-31,Jilin,1,1,1,1,2,3.75,4,1.5294117647058822
2019-12-31,Liaoning,1,1,1,3,4,7,8.329999999999998,2.9444444444444446
2019-12-31,Macau,1,1,1,1,1,1,1,1
2019-12-31,Ningxia,1,1,1,1,2,3,3.469999999999999,1.6111111111111112
2019-12-31,Qinghai,1,1,1,1,1,2,2,1.1818181818181819
2019-12-31,Shaanxi,1,1,2,3,4,6.7749999999999915,7,3.066666666666667
2019-12-31,Shandong,2,2,5,7,8.25,15.049999999999983,17.050000000000026,7.03
2019-12-31,Shanghai,1,1.475,4,6,8,14,15.050000000000026,6.5
2019-12-31,Shanxi,1,1,1,2,3,5.174999999999997,6,2.1216216216216215
2019-12-31,Sichuan,2,2.475,5.75,8,10,15,15.02000000000001,7.71
2019-12-31,Taiwan,1,1,1,1,1,2,2,1.0833333333333333
2019-12-31,Tianjin,1,1,1,2,3,5,5.179999999999993,2.1325301204819276
2019-12-31,Tibet,1,1,1,1,1,1,1,1
2019-12-31,Xinjiang,1,1,1,1,2,3,3.5,1.392156862745098
2019-12-31,Yunnan,1,1,2,2,3,5.974999999999994,7.189999999999998,2.5853658536585367
2019-12-31,Zhejiang,7,8,16,18.5,22.25,38.574999999999974,42.15000000000008,19.71
2020-01-01,Anhui,5,6,9.75,12,15,23.52499999999999,32,12.67
2020-01-01,Beijing,2.9899999999999998,3.475,8,10,13,19,19.04000000000002,10.33
2020-01-01,Chongqing,6.96,8.475,11,14,20,25.52499999999999,28.10000000000005,15.51
2020-01-01,Fujian,1,2,3,4,5.5,10.549999999999997,11.019999999999996,4.545454545454546
2020-01-01,Gansu,1,1,1,2,3,5,5.209999999999994,2.1
2020-01-01,Guangdong,16,16.475,23,26,30.25,44,49.090000000000046,27.13
2020-01-01,Guangxi,1.99,2,5,6,8,12,12.04000000000002,6.38
2020-01-01,Guizhou,1,1,1,1,2,3,3.3299999999999983,1.5
2020-01-01,Hainan,1,1,2,3,5,8.649999999999991,11,3.705263157894737
2020-01-01,Hebei,1,1,1,2,4,7.7749999999999915,9.329999999999998,2.888888888888889
2020-01-01,Heilongjiang,1,1,2,3,5,8,9.159999999999968,3.649484536082474
2020-01-01,Henan,9,9.475000000000001,15,18,21,35.52499999999999,48.04000000000002,18.7
2020-01-01,Hong Kong,1,1,1,1,2,2.9750000000000014,3,1.3333333333333333
2020-01-01,Hubei,225.83,232.47500000000002,262.5,300.5,345.5,666.1749999999988,809.8000000000004,327.56
2020-01-01,Hunan,7,7,12,16,19,32,36.02000000000001,16.21
2020-01-01,Inner Mongolia,1,1,1,2,3,4,4,1.9365079365079365
2020-01-01,Jiangsu,1,2,5,7,9,18.52499999999999,24.04000000000002,7.28
2020-01-01,Jiangxi,1.99,2.475,6,8.5,12,21.52499999999999,27.02000000000001,9.73
2020-01-01,Jilin,1,1,1,1,2,4,4.460000000000001,1.6727272727272726
2020-01-01,Liaoning,1,1,2,3,4.25,8,9.180000000000007,3.4347826086956523
2020-01-01,Macau,1,1,1,1,1,1,1,1
2020-01-01,Ningxia,1,1,1,1,2,3.5249999999999986,4,1.6833333333333333
2020-01-01,Qinghai,1,1,1,1,1.5,2,2,1.2727272727272727
2020-01-01,Shaanxi,1,1,2,3,5,7,8,3.6914893617021276
2020-01-01,Shandong,2,3,6,8,10,16.52499999999999,17.08000000000004,8.27
2020-01-01,Shanghai,1,2,5,7,10,15.524999999999991,16.06000000000003,7.81
2020-01-01,Shanxi,1,1,1,2,3,5.049999999999997,6.219999999999999,2.278481012658228
2020-01-01,Sichuan,2.9899999999999998,4,6,9,11,16.52499999999999,19.050000000000026,9.03
2020-01-01,Taiwan,1,1,1,1,1,2,2,1.088235294117647
2020-01-01,Tianjin,1,1,1,2,3,5,6,2.292134831460674
2020-01-01,Tibet,1,1,1,1,1,1,1,1
2020-01-01,Xinjiang,1,1,1,1,2,3.6499999999999986,4.460000000000001,1.5454545454545454
2020-01-01,Yunnan,1,1,2,3,4,6,8,3.023529411764706
2020-01-01,Zhejiang,9.99,10.95,18.75,21.5,26.25,45.52499999999999,49.15000000000008,23.05
2020-01-02,Anhui,5.989999999999999,6.475,11,14,17,29.574999999999974,37.010000000000005,14.97
2020-01-02,Beijing,3.99,4.95,9,11,15,22,22.050000000000026,12.05
2020-01-02,Chongqing,9.940000000000001,10,14,17,22,29.52499999999999,31.12000000000006,18.08
2020-01-02,Fujian,1.98,2,3,5,7,11.549999999999997,12.09999999999998,5.505050505050505
2020-01-02,Gansu,1,1,2,2,3,5,6,2.388235294117647
2020-01-02,Guangdong,18.98,20.475,25,30,35,50,55.12000000000006,31.21
2020-01-02,Guangxi,1.99,3,5,7.5,9,13.524999999999991,15.010000000000005,7.37
2020-01-02,Guizhou,1,1,1,1,2,3.0999999999999943,4.47999999999999,1.6883116883116882
2020-01-02,Hainan,1,1,3,4,6,9,11.039999999999992,4.278350515463917
2020-01-02,Hebei,1,1,2,3,4,8.700000000000003,10.239999999999995,3.3010752688172045
2020-01-02,Heilongjiang,1,1,2,4,6,9,10.150000000000006,4.26530612244898
2020-01-02,Henan,11.979999999999999,12.475,17,20,24,40.52499999999999,56.02000000000001,21.93
2020-01-02,Hong Kong,1,1,1,1,2,3,3.5700000000000003,1.4318181818181819
2020-01-02,Hubei,266.96,272.375,311,359,396.5,779.5499999999984,933.1200000000006,386.11
2020-01-02,Hunan,9,9,15,18,23,37.04999999999998,42.06000000000003,19.32
2020-01-02,Inner Mongolia,1,1,1,2,3,4,4.310000000000002,2.0714285714285716
2020-01-02,Jiangsu,2,2,6,8,10.25,20.049999999999983,27.04000000000002,8.79
2020-01-02,Jiangxi,3,4,8,10.5,14.25,23.52499999999999,30.02000000000001,11.47
2020-01-02,Jilin,1,1,1,1,2,4.399999999999999,5,1.6615384615384616
2020-01-02,Liaoning,1,1,2,3,5,9,10.20999999999998,3.851063829787234
2020-01-02,Macau,1,1,1,1,1,1,1,1
2020-01-02,Ningxia,1,1,1,1,2,4,4.680000000000007,1.7761194029850746
2020-01-02,Qinghai,1,1,1,1,1,2,2,1.1578947368421053
2020-01-02,Shaanxi,1,1,3,4,5.25,8.625,9.049999999999997,4.3125
2020-01-02,Shandong,3,4,7,9,12,17.52499999999999,21.08000000000004,9.82
2020-01-02,Shanghai,2,2.95,7,8,11,17.52499999999999,19.06000000000003,9.17
2020-01-02,Shanxi,1,1,2,2,3,5,7,2.5833333333333335
2020-01-02,Sichuan,2.9899999999999998,4,8,10,12.25,20.049999999999983,21.050000000000026,10.6
2020-01-02,Taiwan,1,1,1,1,1,2,2,1.186046511627907
2020-01-02,Tianjin,1,1,1,2,4,6,6,2.617021276595745
2020-01-02,Tibet,1,1,1,1,1,1,1,1
2020-01-02,Xinjiang,1,1,1,1,2,4,4.799999999999997,1.6065573770491803
2020-01-02,Yunnan,1,1,2,3,5,7,8,3.438202247191011
2020-01-02,Zhejiang,13.969999999999999,15,21,26,31,52.52499999999999,60.16000000000008,27.1
2020-01-03,Anhui,6.9799999999999995,9,13,16,20,36.774999999999906,42.04000000000002,17.49
2020-01-03,Beijing,6,7.475,11,13,17,24.52499999999999,28.04000000000002,14.29
2020-01-03,Chongqing,10.950000000000001,11,16,20,25,33.52499999999999,35.17000000000009,20.93
2020-01-03,Fujian,2.96,3,4,6,8,12.549999999999997,14.139999999999972,6.474747474747475
2020-01-03,Gansu,1,1,2,2,3,6,6,2.6666666666666665
2020-01-03,Guangdong,21,22.475,29.75,35,40,57.52499999999999,62.13000000000007,35.94
2020-01-03,Guangxi,2.9899999999999998,3,6,8,10,16,17,8.41
2020-01-03,Guizhou,1,1,1,2,3,4,5.569999999999993,1.9878048780487805
2020-01-03,Hainan,1,2,3,5,7,10.599999999999994,11.039999999999992,4.938144329896907
2020-01-03,Hebei,1,1,2,3,5,10.949999999999974,12.060000000000002,3.831578947368421
2020-01-03,Heilongjiang,1,1,3,5,6,10.549999999999997,12.09999999999998,4.98989898989899
2020-01-03,Henan,13.99,15,20,24,28,49.52499999999999,60.050000000000026,25.71
2020-01-03,Hong Kong,1,1,1,1,2,3.799999999999997,4,1.5714285714285714
2020-01-03,Hubei,311.91,323.475,365,425,474.5,926.1499999999983,1094.2400000000007,456.35
2020-01-03,Hunan,9.99,11,17,21,25,45.574999999999974,47.06000000000003,22.52
2020-01-03,Inner Mongolia,1,1,1,2,3,5,5,2.2051282051282053
2020-01-03,Jiangsu,3,3.475,8,10,13,22.574999999999974,29.06000000000003,10.65
2020-01-03,Jiangxi,4.98,5.475,9,12,16.25,28.099999999999966,37.050000000000026,13.67
2020-01-03,Jilin,1,1,1,1,2,4.549999999999983,6.310000000000002,1.8
2020-01-03,Liaoning,1,1,3,4,6,10,11.19999999999996,4.505154639175258
2020-01-03,Macau,1,1,1,1,1,1,1,1
2020-01-03,Ningxia,1,1,1,1,3,4,5.300000000000026,1.9066666666666667
2020-01-03,Qinghai,1,1,1,1,1,2.375,2.75,1.1538461538461537
2020-01-03,Shaanxi,1,1,3,5,7,9,10.030000000000001,4.908163265306122
2020-01-03,Shandong,3.99,5,9,11,13,22,29.010000000000005,11.36
2020-01-03,Shanghai,2,3.95,8,10,13,20.049999999999983,21.090000000000046,10.77
2020-01-03,Shanxi,1,1,2,3,4,6,7.1200000000000045,2.8764044943820224
2020-01-03,Sichuan,2.9899999999999998,4.95,10,12,14,24.574999999999974,27.010000000000005,12.41
2020-01-03,Taiwan,1,1,1,1,1.5,2,2.460000000000001,1.2727272727272727
2020-01-03,Tianjin,1,1,2,3,4,6,7,3
2020-01-03,Tibet,1,1,1,1,1,1,1,1
2020-01-03,Xinjiang,1,1,1,1,2,4.650000000000006,6.329999999999998,1.7058823529411764
2020-01-03,Yunnan,1,1,2.25,4,5,7,9,3.8617021276595747
2020-01-03,Zhejiang,14.98,18.950000000000003,25,30,36,60.67499999999994,71.22000000000011,31.9
2020-01-04,Anhui,9.97,10,15.75,19.5,24,43.2999999999999,50.010000000000005,20.58
2020-01-04,Beijing,8.99,9,13,15,19.25,26.52499999999999,30.070000000000036,16.61
2020-01-04,Chongqing,12.979999999999999,14,19,23,29,38.52499999999999,42.14000000000007,24.55
2020-01-04,Fujian,2.9899999999999998,3,5,7,9,16,21.030000000000015,7.76
2020-01-04,Gansu,1,1,2,3,4,6,7,2.9893617021276597
2020-01-04,Guangdong,25.99,27.475,34.75,41,47,68.52499999999999,71.14000000000007,41.8
2020-01-04,Guangxi,2.9899999999999998,3.95,8,10,12,18,19,10.06
2020-01-04,Guizhou,1,1,1,2,3,5,5.600000000000023,2.2790697674418605
2020-01-04,Hainan,1.99,2,3,5,8,11.524999999999991,12,5.6
2020-01-04,Hebei,1,1,3,4,6,11.150000000000006,13.060000000000002,4.622448979591836
2020-01-04,Heilongjiang,1,2,4,6,7,12.524999999999991,13.070000000000036,5.93
2020-01-04,Henan,17,19,24,28,32,57.62499999999996,66.07000000000004,30.16
2020-01-04,Hong Kong,1,1,1,1,2,3.5749999999999957,4,1.6379310344827587
2020-01-04,Hubei,371.97999999999996,376.425,438.75,502.5,573.75,1096.999999999998,1250.2800000000007,540.66
2020-01-04,Hunan,11.989999999999998,14,20.75,26,30,51.099999999999966,56.04000000000002,26.99
2020-01-04,Inner Mongolia,1,1,1.5,3,4,5,5.219999999999999,2.6835443037974684
2020-01-04,Jiangsu,4,5.475,9,11,15,26.049999999999983,33.10000000000005,12.5
2020-01-04,Jiangxi,5.97,7,12,14,18,33.52499999999999,44.010000000000005,16.23
2020-01-04,Jilin,1,1,1,1.5,2,5.25,7,1.894736842105263
2020-01-04,Liaoning,1,1,3,5,6,10.549999999999997,13.079999999999984,4.94949494949495
2020-01-04,Macau,1,1,1,1,1,1,1,1
2020-01-04,Ningxia,1,1,1,2,3,4.049999999999997,5.8799999999999955,2
2020-01-04,Qinghai,1,1,1,1,1,2.25,2.6999999999999993,1.1935483870967742
2020-01-04,Shaanxi,1,1,3,5,8,11,11.019999999999996,5.707070707070707
2020-01-04,Shandong,5.97,7,11,13,16,28.67499999999994,32.030000000000015,13.65
2020-01-04,Shanghai,3.99,4.475,9.75,12,15,22.52499999999999,26.10000000000005,12.62
2020-01-04,Shanxi,1,1,2,3,4,7,7.159999999999997,3.2795698924731185
