"","alpha","sigma"
"23463",3.11917990435177,5.576004354337
"23464",1.67423422841589,6.17038830033965
"23465",1.83377997361931,5.39666790070196
"23466",2.25697640234216,6.25199933621645
"23467",3.08491272628311,6.25942740402738
"23468",2.24687109929149,5.42906169238125
"23469",2.81280444522365,8.34784829750149
"23470",2.51676423369776,5.8241343617636
"23471",1.80272505794241,6.81352808559659
"23472",1.68227559228074,6.49768187476677
"23473",1.94526447433409,7.53169798486281
"23474",1.71030778302171,5.8075269677703
"23475",2.02125867039632,6.64406230305446
"23476",1.98804176845847,6.31936730602204
"23477",2.12573147952214,6.84188469610735
"23478",2.13517751954773,6.46126317101505
"23479",3.66213791567839,7.75483122116599
"23480",2.57135415875036,6.25155370730812
"23481",2.41150699411026,6.24119951154173
"23482",1.72458375941151,6.09471563742018
"23483",2.35090991204327,7.17420763970617
"23484",2.17964086055994,8.42353764733906
"23485",2.36519702748521,5.81604084449257
"23486",3.32498736170295,6.06975729434256
"23487",2.78117053881921,6.02218206111781
"23488",3.43358185084233,6.27130239564233
"23489",2.69568825466145,6.23526400724485
"23490",1.78824254758708,5.3894811586021
"23491",2.33049267241865,6.28379561438195
"23492",2.39155569671817,6.08701065688264
"23493",2.61634816394322,6.37457384379065
"23494",2.12269955537442,6.40464689289853
"23495",2.50427982348611,5.62295498027003
"23496",2.18476095578259,5.60764850178171
"23497",2.48360284280147,7.12683238963705
"23498",1.72420544815754,7.34844672896139
"23499",2.38445808230086,7.46388736500534
"23500",1.60761963327744,6.61750884860689
"23501",2.23224103846866,6.65275947666882
"23502",1.68151774400274,7.19544221812018
"23503",2.30091293497852,5.44298123447073
"23504",3.53292606316102,6.01310004496138
"23505",1.5051614107363,5.72399588474629
"23506",2.42713187017613,7.42937751894498
"23507",1.90539039122644,6.96651916693779
"23508",2.54974291024069,7.00243102692855
"23509",2.1770589529569,6.07198544240794
"23510",1.60123344960247,6.77522023093729
"23511",3.2158160302182,5.75349644074067
"23512",2.22667386438034,6.59227656575541
"23513",3.02586894669667,5.79088961022187
"23514",3.91867234553834,7.16176085735103
"23515",2.2476944999597,5.61116486917557
"23516",2.47344181926664,6.20728638747065
"23517",2.80836726746426,6.02469297682113
"23518",1.88523444150831,5.9479937742942
"23519",1.76274192541207,7.05748558009799
"23520",1.61995270263073,6.31762163001984
"23521",3.22527545630138,6.23871577228278
"23522",1.9432655461772,7.65605583606494
"23523",1.38706276720498,8.20783021072999
"23524",2.66983980932669,6.81016446519199
"23525",2.18491517703028,6.34949258240942
"23526",2.6335298851879,6.57848578375657
"23527",2.28125708883882,6.22425154867954
"23528",1.72955534509433,8.30163700678927
"23529",1.84775883763762,5.94459377411571
"23530",1.93097075494519,6.10450372320787
"23531",2.15807547250188,7.56303778808978
"23532",2.53922787836459,5.64737212007342
"23533",2.00187264192825,5.47451097443703
"23534",2.04449001237865,6.44971851955873
"23535",1.67744179976095,6.95820551874599
"23536",2.51826260740468,6.14889631037379
"23537",3.05344046672281,7.02735863731375
"23538",2.60453116457976,7.44709339272953
"23539",3.01684949579545,6.41580113777054
"23540",1.87739997262937,8.13197168565689
"23541",1.76699417910269,5.32616679597343
"23542",3.4347321470106,6.36100692049882
"23543",2.62014550520073,4.89516819812087
"23544",2.90696491754641,5.56111340378348
"23545",2.01171968470391,6.71056431451658
"23546",2.33965556417512,6.14501631036807
"23547",2.20593570214399,6.09691914351256
"23548",2.19960597334155,6.4588165968326
"23549",2.18107131502618,8.42910531653608
"23550",1.89989547494856,6.97012725827656
"23551",2.4906220970915,6.66061111367913
"23552",2.64410573452034,5.13021626715914
"23553",2.04381498377698,7.85425493532968
"23554",2.93291180834752,6.13972273494448
"23555",3.20958514945695,6.42007173603661
"23556",3.05705392224205,5.71407827437363
"23557",2.14189315040833,6.25553454713627
"23558",2.23851158883428,5.29336560142876
"23559",1.42028230702585,7.80663476632526
"23560",2.84347998018369,6.36976385986846
"23561",2.09462415646542,6.06878723133883
"23562",2.37648532332574,7.4212859289384
"23563",2.7778506730224,5.53856680809159
"23564",1.91674068750118,5.31220339224569
"23565",1.74390515089161,6.43560511567626
"23566",1.88802272625113,8.12002069376496
"23567",1.92856994638076,6.28885674554283
"23568",2.11045075247798,5.91294060433871
"23569",1.97002047738168,9.00249873933357
"23570",2.08214188350301,6.22956816179355
"23571",1.49760099578536,5.59389250261229
"23572",1.57135989876689,6.68884276729975
"23573",1.48302542285605,5.89961597204973
"23574",2.79721568040106,6.78757119475366
"23575",2.80255917197835,5.83571238507501
"23576",2.14799970679962,7.43431872578864
"23577",3.27515866448315,6.64249017375331
"23578",1.7760198737561,5.58915881417621
"23579",2.75324389782885,7.82604325466047
"23580",3.41137962235843,6.28216165223862
"23581",3.27875541307325,7.06875006086883
"23582",3.48895733840173,6.62559847194651
"23583",2.82632198633959,6.14245007884482
"23584",2.92696139538755,6.54518147964869
"23585",2.8067002112748,6.63708390929089
"23586",2.52005494640602,6.70290673733796
"23587",2.17446394067147,5.63567488320046
"23588",3.03731870638732,6.39163718971115
"23589",2.908300910997,7.25767391799954
"23590",2.54530645198141,5.58683878721375
"23591",3.44189884929153,5.96215917543015
"23592",2.06777583517719,7.35754005063368
"23593",1.82852373623787,6.02683096247792
"23594",2.25352948788316,5.77439757407172
"23595",2.31111639288557,7.69118465453729
"23596",2.46275036520994,6.29383540358847
"23597",2.92835348961715,6.56574387595767
"23598",2.53723524215802,7.36863326603807
"23599",4.07560252845058,6.50910835051297
"23600",2.6150094094348,6.09855127136
"23601",3.23479530609261,6.62253090812045
"23602",2.37920606674862,6.60814477975427
"23603",1.6772289252941,7.42850252654172
"23604",2.72944224325026,6.6623335522841
"23605",4.08547308674292,7.47636853859632
"23606",2.53104401908928,6.00462523254401
"23607",1.6325535850384,5.46729952349461
"23608",2.43175691563663,7.33287928528609
"23609",2.03789248277697,6.391235047363
"23610",3.17109349923018,6.32782306074301
"23611",2.65227899944046,6.33019766242675
"23612",1.91838623509704,6.02224982156047
"23613",2.4221427595071,6.49569812752146
"23614",4.23094051263178,6.61354453068258
"23615",2.53766195633138,6.55427004893733
"23616",1.31547240244803,6.8063102029736
"23617",3.00262127070828,6.41031796380496
"23618",2.45602130444983,7.50784287192651
"23619",2.78536688254953,6.42289915858127
"23620",2.19968099597177,7.26915761608065
"23621",2.48972153296533,7.79779348982032
"23622",2.47254234123941,6.14890583467855
"23623",2.7228079702016,6.84644853661433
"23624",2.88140627071522,6.60873247976367
"23625",2.08348146283524,7.71254955954966
"23626",1.65430300433364,5.77120805075556
"23627",2.2356918076383,5.98107487221779
"23628",1.97470768334977,5.79727031337216
"23629",2.95708995119318,5.93324773572751
"23630",1.85516413290049,5.83459303058946
"23631",1.52421675138496,7.15200335975251
"23632",2.14378969967939,8.08089996996548
"23633",2.69398403105931,6.27756216038478
"23634",2.03960777466643,6.26971361234132
"23635",3.81178232830449,6.17236195240834
"23636",2.24609721286544,6.14727667535991
"23637",2.87069543504535,6.17803941067785
"23638",1.78690243156433,6.24590806970173
"23639",3.08783899211068,7.08689419177233
"23640",3.31608296299891,6.10404971091713
"23641",3.25297462239467,5.80452942945731
"23642",2.66569662053898,5.90545665011409
"23643",1.84913791178069,7.24078188212433
"23644",2.00000224464333,6.27488134398178
"23645",2.50647240468505,6.82168178218547
"23646",2.62025486611424,5.51531550690792
"23647",3.41111035985858,5.47510533096552
"23648",3.32024242344549,6.13134022516549
"23649",2.80984659627961,7.22687257741258
"23650",2.35409039072389,6.40297172153344
"23651",2.30722980629996,5.3182828805974
"23652",2.71715382981152,8.82743632239066
"23653",2.27217550667077,5.7118190432852
"23654",2.49953435012842,8.5571113036426
"23655",2.26206386066956,5.24668030268183
"23656",2.69743210832597,6.49768632548088
"23657",2.65570529212881,6.45549075624761
"23658",2.33978712578266,7.67599919382539
"23659",2.08213513457409,6.67240836297708
"23660",2.79734983501103,5.75880168483197
"23661",1.79267474054367,6.94294119880802
"23662",3.4394047220476,6.71809658574211
"23663",2.26658466230883,7.12315967270583
"23664",3.10647578471714,6.21395674780761
"23665",2.41118783826694,6.2339579910686
"23666",2.52263167723793,7.40415204235059
"23667",2.66358503797285,6.98518817036991
"23668",1.8006465759199,5.53130970342313
"23669",2.87423336861634,6.17007405046027
"23670",1.60651634009033,7.6627389834298
"23671",2.7735217817522,6.83224868252909
"23672",2.02272401526991,7.09896816954381
"23673",2.5062662310783,5.61242847046408
"23674",2.87629087008156,7.88695151692532
"23675",2.60113244687854,6.3404557010025
"23676",2.7623260033329,6.28145126915428
"23677",1.29225223430484,5.54185317655009
"23678",3.61666190651747,6.00931057950497
"23679",2.04319064771486,5.37176212226911
"23680",3.57415831045009,7.33678560327448
"23681",1.96357000382565,6.93226780709391
"23682",2.18252186147028,6.54308573232554
"23683",3.13326579167194,6.30148580427917
"23684",1.96184182687247,7.24199188403665
"23685",1.91859391542238,7.09533071430767
"23686",2.34467184266565,7.323419566344
"23687",1.14159500187833,5.81555977397611
"23688",2.3142859657375,6.16000552002006
"23689",1.70107739362554,9.69442807146958
"23690",3.30440114371985,6.5544153162336
"23691",2.80941149750471,7.46912632175414
"23692",1.63856536617325,6.66524964047582
"23693",2.09539135332629,6.95610128240648
"23694",2.83146617725996,6.87013100467565
"23695",1.76979001871015,7.54482534127745
"23696",2.25367539177772,6.26000310267458
"23697",2.04564632188302,5.52654843270762
"23698",2.34632512822912,6.88610217750802
"23699",2.64489506745217,6.41896416325807
"23700",2.64033774704734,6.49829609671032
"23701",2.11702092504506,6.26412561656015
"23702",2.37954510596053,7.95442824799698
"23703",2.40901242392677,8.444775330841
"23704",2.5823323039689,6.67988520277229
"23705",2.77826058002371,6.67674233769541
"23706",1.27361808671292,7.14323048786825
"23707",2.70850790311516,6.05709587081626
"23708",1.94833031279204,7.05076114830882
"23709",1.78055694932274,5.57837883672752
"23710",1.79447174363792,7.58672310626359
"23711",2.77979526842403,6.80938092474752
"23712",2.29607995374748,7.51073817023102
"23713",2.82099873199607,6.29458496177481
"23714",2.15062124467811,7.5484337831146
"23715",2.1855531278228,7.13354529898303
"23716",1.90085330619585,5.89010751855866
"23717",2.32470160610997,7.08513120575419
"23718",2.20336259253253,5.61124013816458
"23719",2.42894259849662,8.00990899159565
"23720",2.15868406848939,9.00138550760228
"23721",2.12574661392268,6.38413976312928
"23722",1.38325126789453,6.11379696359098
"23723",2.18619452526261,7.18364454655081
"23724",2.36503864693788,6.36872204005257
"23725",2.15820401073585,6.89975998245013
"23726",2.38163755172707,5.90437700589676
"23727",1.98705650228581,6.18069166027874
"23728",1.93729487984196,8.75444303955373
"23729",2.866078171551,6.57166664628997
"23730",2.91800478363227,5.24489119679391
"23731",1.71570851722455,4.59967109053265
"23732",1.88831534596537,6.58623005016749
"23733",3.68954774902683,7.13514126501944
"23734",2.53938048039483,7.3282967634003
"23735",2.26764881274341,7.24628563000682
"23736",2.14295709941665,6.92466145611672
"23737",2.33105493372379,6.70966465997882
"23738",2.28984675320126,6.15157652427861
"23739",2.65579102494659,8.1505142178503
"23740",2.49329527881403,5.59605427937693
"23741",2.38544239056545,5.73082471715111
"23742",3.44305056076553,6.64940899197981
"23743",1.77476501992783,6.29957819516841
"23744",2.31254943802432,6.35983956669302
"23745",1.41101953328972,5.30707132001608
"23746",2.08875791082149,6.38707894167427
"23747",2.13060827528483,7.93406963179925
"23748",2.02909075504703,7.31459606445475
"23749",1.98036603424403,5.94514859604263
"23750",2.07771430223812,6.67622125496069
"23751",2.07338448848832,6.33986698958809
"23752",2.22578595728564,8.05978390227609
"23753",1.90292737249468,8.37407880715298
"23754",2.04694799763606,6.63924944834633
"23755",1.74414934042708,5.94862081432844
"23756",2.28938543230794,6.47238862718831
"23757",2.1725404884461,6.63572888978688
"23758",3.25779095621154,6.23967649654278
"23759",3.18494672258039,6.64870791573914
"23760",2.53406112958614,6.33691299154486
"23761",2.46807482346022,7.56926511936742
"23762",2.15481115831745,6.44539586763348
"23763",3.42607452899659,6.54152447841241
"23764",1.98988530232006,6.28872414903957
"23765",2.53723042597421,7.67865647200896
"23766",1.27057786009191,9.38837437931676
"23767",2.97551809550549,7.20857729053227
"23768",1.89499172269071,5.46272957622234
"23769",2.11092850230245,5.0713879444099
"23770",2.08918883815564,5.2855554708672
"23771",2.86818443930573,5.89331940505404
"23772",1.4641488281781,7.11380268155038
"23773",3.09633482505156,8.19541066970466
"23774",1.06403564936193,6.65780301878878
"23775",3.24094060217565,6.94185408092842
"23776",2.88701468961726,6.49539067841917
"23777",2.02551913718264,6.20364671269405
"23778",3.44251576787755,6.13815718019002
"23779",1.76749548921545,6.69862035922812
"23780",2.62819114442058,7.49690388037086
"23781",2.86984804171649,6.86245088598025
"23782",1.50484751045621,6.51902141817306
"23783",2.51416969692189,6.04839385248437
"23784",1.60161247813833,5.72311621763658
"23785",2.84102546139432,6.00240060222958
"23786",1.63780149979841,6.295716508818
"23787",1.80015499629107,7.60174692906654
"23788",2.13886512271509,5.83525392059403
"23789",2.00773123545329,5.99258076513655
"23790",2.33431591782574,5.89123374396282
"23791",2.40584342821376,7.41844306983183
"23792",1.45842777249763,6.99786200387376
"23793",1.86446409591875,5.21603082218018
"23794",3.20473359495329,6.2708438036163
"23795",2.43008011027545,5.73226352497418
"23796",2.80688596611915,7.43676075457019
"23797",2.56773490677124,6.06551830967563
"23798",1.9171860608215,8.38933771647168
"23799",2.87976375256469,5.33029241229053
"23800",2.02438290677697,5.26831186757426
"23801",2.53140973566887,7.39735507549576
"23802",1.72234799406338,8.00852628718218
"23803",1.25154462275767,7.34506934413445
"23804",2.82667954412578,5.92376290998237
"23805",1.94504047589017,7.01359960133896
"23806",2.99545926195513,6.02745769016075
"23807",2.92703523381645,7.01377380153228
"23808",2.54581582269849,6.23300861860242
"23809",2.44778016390097,7.07061045307715
"23810",2.02439898201023,7.29665171633289
"23811",2.69501445132339,6.01822802633897
"23812",2.95931660313709,5.98596749344077
"23813",3.16389629235812,6.13613954577814
"23814",2.78793601917633,7.19911805292834
"23815",2.24149535578989,6.17164344007687
"23816",2.40214984261678,5.60082414754334
"23817",2.39249357113466,5.9885294905539
"23818",1.57665229806018,7.52661194078327
"23819",2.68530825213755,5.48478836725588
"23820",1.51584951566158,6.9654116346147
"23821",1.76301676906636,6.33921202285523
"23822",2.53165063116882,5.66429035868783
"23823",1.81730004021011,5.96484188510544
"23824",2.20125995638021,7.17139730737966
"23825",2.63949661149252,5.86612670838902
"23826",3.14210300191272,7.82805868645419
"23827",1.97644055505668,7.56006152092671
"23828",2.34150986786575,7.01245586839288
"23829",2.32535295092965,6.85881866186861
"23830",2.45357783814347,6.0695804272998
"23831",1.94785430159432,5.72969331200866
"23832",2.25399721265146,6.45761174148967
"23833",2.37338788978534,7.02519175456174
"23834",3.5042912446022,5.75127317581531
"23835",3.27635485220041,6.84878862923587
"23836",3.98188954965346,4.96367742253399
"23837",2.84060095164103,5.86167373082474
"23838",2.8720102990909,5.50955342887839
"23839",2.73837641984256,6.30386632429918
"23840",2.35933631199407,5.68877178373888
"23841",1.9209801790329,5.51947040197228
"23842",1.64383196935983,6.57766338010836
"23843",1.98189465244495,6.22234772212281
"23844",2.67912973244333,5.59913376904209
"23845",1.98011679456747,6.70404256290844
"23846",1.80645941246642,7.24307506614185
"23847",1.63254705880234,5.79026435273915
"23848",1.51819130228413,5.16646210639536
"23849",2.6966131394985,7.9284519228206
"23850",3.43855909142623,5.84595936528651
"23851",2.01385736614478,7.48992923809522
"23852",2.66259689639584,6.74520854697172
"23853",2.50691682666118,6.49885010326688
"23854",2.91410350937272,6.15884109595318
"23855",2.20545467736539,6.33413594772173
"23856",2.28779210338933,6.96701079894986
"23857",4.1564625552206,6.05071791719758
"23858",3.15336466887177,6.21646813689424
"23859",1.34769310737933,8.91635457254177
"23860",2.1552586840415,6.7729169461927
"23861",2.09450431982551,6.54101751345395
"23862",2.09613436858853,7.68662039194984
"23863",2.07458820875977,5.95767947525606
"23864",2.46571869177355,6.35747781978425
"23865",2.52691956004858,6.9213341774066
"23866",1.8762976039421,6.04674257343606
"23867",2.0820021873402,8.08616839103398
"23868",1.97204783049703,6.40428177764126
"23869",2.37855871745628,5.77535455922245
"23870",1.83743658046785,5.05667449455286
"23871",2.26846566706044,7.57438855504452
"23872",2.75121196484,6.88922603949077
"23873",1.89644366810753,6.6351782085739
"23874",2.82992291986094,6.28981913375483
"23875",2.81621581963075,6.51026764281473
"23876",2.36540215987435,7.39957107953678
"23877",1.37872244181646,7.4376296961067
"23878",2.5025489936147,6.11435328882119
"23879",1.75147317902012,8.54001389418996
"23880",2.50682984587714,6.4653945842077
"23881",2.45690538124251,7.89210166540836
"23882",2.43132472739822,6.58157566530118
"23883",2.56037246001814,6.54779246766178
"23884",2.38844718839614,6.34915161536243
"23885",2.41639136843426,7.14242488833546
"23886",1.52379215645129,7.19952620679358
"23887",2.7316592863242,6.03560928633998
"23888",2.46038481254585,7.15880865890648
"23889",2.17101208880698,7.12240509719037
"23890",2.2816587290769,6.95501730243051
"23891",2.85946938947131,7.09941013439578
"23892",2.02901433826848,8.28257839752211
"23893",1.83182138812413,6.80074882310347
"23894",2.58237818583604,6.43730612100721
"23895",2.34296248253673,6.69839303148589
"23896",2.11504622963233,5.60398687553452
"23897",2.17791826645874,7.20099233985347
"23898",2.31389700803924,7.12567988477256
"23899",2.62640755291995,6.11025472451262
"23900",2.45950451640185,5.57816976930269
"23901",3.70983918707897,7.25793727832393
"23902",2.25367031163596,7.88671395956703
"23903",2.5471028500883,6.42022457145978
"23904",2.79248613047136,6.51631649596648
"23905",2.43994978686685,7.74961832815352
"23906",2.055197205392,6.53044241037152
"23907",1.89164278597163,6.96240872643608
"23908",2.35882734628604,6.07762488195378
"23909",2.57929945655705,5.82996796611092
"23910",2.38341681496119,6.3048725054941
"23911",2.44522987082242,6.48251680720182
"23912",2.16009187950644,6.24782588491344
"23913",2.75923529993357,6.95227857361643
"23914",3.74801656195199,7.66336197213576
"23915",1.85315909345765,4.91252718520652
"23916",3.38691491047487,6.08376716686004
"23917",3.01677384814,7.73799309512918
"23918",2.74090723595688,7.10552116761522
"23919",2.19498554201411,6.87276152794123
"23920",2.84774451352218,5.49225214461838
"23921",2.04786790114912,6.44795565237069
"23922",2.50745763408937,6.08734310693631
"23923",1.73115350106679,5.54311462229883
"23924",1.85519638313048,8.02004340428526
"23925",2.26191993014723,6.42740173270337
"23926",1.92327577643766,6.17163317427718
"23927",3.09132693396407,7.41875442199881
"23928",2.07833932386621,7.05375762027049
"23929",2.51146137029963,4.95848026101242
"23930",1.64664717394502,6.15261463746699
"23931",3.29417019248883,6.73444805072088
"23932",2.28925423086941,5.40862679802894
"23933",2.14412918210191,6.68377454694578
"23934",2.4876274912823,6.81002382828795
"23935",1.775423393743,6.20336937183227
"23936",1.42692684837284,14.7114182338016
"23937",2.23567103549293,7.27954316153607
"23938",2.76930486493559,5.30591808794294
"23939",2.21570043526632,6.09588209341864
"23940",2.03424238146507,7.75544872473752
"23941",1.90177479996037,5.15105859117759
"23942",2.74714789883156,6.06554005879095
"23943",3.32692129134516,5.51981057782183
"23944",2.26662103682264,7.37906820968314
"23945",2.51297799466563,5.46985803706038
"23946",3.29017057304625,6.32891390722857
"23947",1.96220967800112,7.46007233567976
"23948",1.94928777459335,5.92268532452519
"23949",1.69025384953235,6.18338372961804
"23950",2.97325091135708,6.15408241206029
"23951",1.79054891473314,7.63218006188584
"23952",2.62321135084306,6.48456599897973
"23953",2.58586013788635,6.9398121518571
"23954",1.5321363516839,6.94750738052056
"23955",2.00392145007057,4.50906079506975
"23956",2.7368747398565,6.91720805044738
"23957",2.31969460952712,5.71152797186742
"23958",3.12310429626218,6.18155709357963
"23959",2.24504836550396,5.81382942333605
"23960",2.1306139429742,7.00124216034493
"23961",2.64905639675926,7.2156644445603
"23962",2.38924413718271,7.7786399959879
"23963",2.30571274371175,5.94567524680379
"23964",2.2001695135655,4.54423964773062
"23965",1.97316078894673,5.42352801714813
"23966",2.19947885421738,6.35632065702788
"23967",2.58381548947963,5.83033729235324
"23968",2.06616577644319,6.53839463223318
"23969",1.47436108267453,7.60116694347799
"23970",2.6692973248279,6.00234623907365
"23971",2.45741791740505,6.7401993904523
"23972",1.75914446257865,7.00499849707136
"23973",1.7689403394542,6.83914861132508
"23974",1.5292987974923,7.39894929873588
"23975",2.33271301555557,7.22348111762646
"23976",2.12394546749529,6.97546672706436
"23977",2.06010210124787,5.20901107779679
"23978",3.51206392139332,6.9426029191889
"23979",2.72990705048879,7.64680064397379
"23980",2.41612634162306,6.29582365711575
"23981",2.00604132544824,7.36685228507936
"23982",1.7826517650819,9.09946107472832
"23983",3.29546286380461,7.48667854930607
"23984",1.91778589374012,6.17528159798657
"23985",1.35418329700319,9.41628005292362
"23986",3.3560615643734,7.01300445198882
"23987",1.8279885337988,8.39393792950268
"23988",2.76136467907723,6.82535411959901
"23989",2.88108292029887,7.49726084148328
"23990",1.90845607986248,5.66633785190417
"23991",3.43157545804966,6.39868874111809
"23992",2.38848427442079,5.95357638915288
"23993",2.62195516818971,6.04724220195775
"23994",3.21516934430108,7.19788624941839
"23995",1.75502937166142,6.86028188094949
"23996",1.09935989297678,8.47064892487479
"23997",2.17530829696797,8.59137643996523
"23998",1.8018731914976,8.05109282255139
"23999",3.09435475914557,6.69935409600834
"24000",1.96273204848801,7.61351730415275
"24001",2.78194794338846,6.00997949851966
"24002",3.08603745474189,5.55320369571294
"24003",2.35047372308213,6.06861300681775
"24004",2.62657012096619,6.02117432225744
"24005",2.43012312487435,5.81575292073362
"24006",1.76232532308735,5.21044489185745
"24007",1.91131706561601,7.22052084547007
"24008",1.22748817570076,10.0785009702979
"24009",3.29817310304749,6.1953859676923
"24010",2.44280459031486,6.99028404132012
"24011",2.52868614500823,5.97928323305986
"24012",1.22176520838546,8.9665082185006
"24013",2.89210168227036,6.98213475341678
"24014",2.21356243846512,6.24809904663788
"24015",1.33845566240006,8.62728789966765
"24016",2.16528911675668,6.73621243271969
"24017",2.06567662678208,6.16047998343921
"24018",1.48623248330285,7.80637606039764
"24019",1.70988028820123,6.59569647236445
"24020",3.3063608847214,6.10775775034782
"24021",1.90555032522999,6.89706318702239
"24022",1.71231726137263,8.81123504525722
"24023",2.50137275407567,5.7084799806882
"24024",1.93994040633111,6.28483299507332
"24025",1.6816843855712,5.98294384106536
"24026",2.38404722296185,6.16501553991811
"24027",1.73996760687883,5.03013509377624
"24028",1.60325295429743,6.73661035098325
"24029",2.46835708215824,6.01143787266476
"24030",2.99108732922179,5.99299317300339
"24031",2.73557557537096,5.86496684662619
"24032",3.04900317351346,6.26069852812635
"24033",2.92600394541099,6.57605555696232
"24034",2.02985719962531,8.23299433969301
"24035",2.94361087090765,6.44219793220702
"24036",2.03482997123439,5.63361764122261
"24037",3.00770112507158,5.20772995775346
"24038",1.73603236507372,6.77580396047433
"24039",2.52873386209556,6.0895570193503
"24040",2.02609233405704,8.51892687951925
"24041",1.48289225324701,9.32110137432565
"24042",2.32810088169129,6.17484272084428
"24043",2.15243113151108,7.95037799227055
"24044",2.36870451547956,7.48236951051577
"24045",1.90599488788179,6.42840340223369
"24046",1.99908203670749,6.0445138229373
"24047",2.1934160798518,6.76048867836716
"24048",2.57140037518994,6.08188921301559
"24049",2.25119344125385,6.39108817406294
"24050",2.40374653000052,5.3007628193124
"24051",2.36788775173366,6.5580334884613
"24052",1.67948422655223,6.67241264580309
"24053",2.13790913589519,6.39782559774905
"24054",2.27459991958964,6.85371337595833
"24055",1.9448487666783,7.42545358906581
"24056",3.0289991388936,6.51469097417714
"24057",2.82947291758758,7.00585955502978
"24058",2.42743066385121,5.62519486987251
"24059",3.91754255498006,6.08833028447021
"24060",1.56390441340407,6.81042553766295
"24061",1.69171422768487,6.17511822373694
"24062",3.37151133262373,7.57867983108531
"24063",1.68483933292509,6.78645620052997
"24064",3.38155748374849,6.69416038328878
"24065",2.45378850394394,8.47526520043402
"24066",1.91686579169836,5.16280775726347
"24067",2.18400163497256,6.61336433596106
"24068",2.53338596603114,6.93016122193459
"24069",2.06619729417929,8.24725229543264
"24070",2.24080693055734,6.11261821093429
"24071",1.45052804720601,6.97200354898108
"24072",1.98692417192894,7.26339219599479
"24073",1.8134698378889,5.35108534283483
"24074",2.8988756248557,5.97475099861543
"24075",2.49773332572261,5.87078007789985
"24076",2.08268489207147,6.53386326985437
"24077",2.67639142024196,6.53164208258602
"24078",1.51526190521504,6.23615507785722
"24079",3.02267836314623,5.62636999040185
"24080",2.46784749139986,6.17141789489217
"24081",2.23810790070926,5.70231311438886
"24082",2.40058709951081,6.7408091847883
"24083",1.67597419155306,7.65196139993764
"24084",2.63801455526233,5.26657822888715
"24085",1.62798912720933,6.03065640464041
"24086",2.5228219323126,6.10012296373943
"24087",2.91405649492182,5.7015950626168
"24088",2.6026240750095,8.16399447507146
"24089",1.92902331135245,7.84720020083044
"24090",3.06864582325515,7.30241612391618
"24091",2.50387405628683,5.22746247518557
"24092",2.46460082756914,6.37633218095913
"24093",1.70783955656879,7.27538137889999
"24094",1.39633000998818,5.84835261725076
"24095",3.47017785466162,6.28482452944387
"24096",2.80111622634877,6.50502262203883
"24097",2.05963430834078,7.88518204040367
"24098",1.96912851103538,5.2647842234734
"24099",2.13168677856596,6.63031257464666
"24100",2.21887425942945,6.38920362537865
"24101",1.52111792114652,5.61620442827328
"24102",2.59088788140146,6.85723264394501
"24103",1.838193619264,10.2188333502357
"24104",2.98982687565574,6.15377177223859
"24105",1.6019777911936,5.83965763554347
"24106",2.39882391931338,6.56601757373873
"24107",2.03837636984182,8.8439171639294
"24108",2.96225302272235,5.38804249190678
"24109",1.85176224732516,5.13478291800562
"24110",2.45543699564191,5.29548256340272
"24111",2.47027419843808,7.05503800095919
"24112",2.20068980754903,7.39939436139302
"24113",2.24467203862943,6.70082782946105
"24114",3.29129947026499,5.51214173142642
"24115",1.82103942880925,7.26876090477008
"24116",1.65841494917611,5.22572987253639
"24117",2.36354619888864,6.5165632849334
"24118",2.1738242278854,6.54245416537064
"24119",3.07791388976125,5.74927244561768
"24120",2.16045417608887,6.87532537697282
"24121",1.9339296441786,5.59363028054264
"24122",2.52593799284864,7.00835215896452
"24123",1.85368162984605,6.28336870348453
"24124",1.66792894769086,7.04921846255825
"24125",3.25876155323788,6.97522241002631
"24126",1.4431057859801,7.47820175616316
"24127",2.15529871109946,8.70790533547117
"24128",2.79085253589031,6.4758687939183
"24129",2.10352928030737,6.6555599640657
"24130",1.18207562614816,7.81742410329952
"24131",2.63972028394317,7.03383522484538
"24132",3.1271213707986,6.12260881059845
"24133",2.17374855099331,6.4818987816494
"24134",2.59254317484499,6.09817583503539
"24135",1.99746267634182,7.03376667883645
"24136",3.03129752861321,6.17782733472086
"24137",2.55210029904099,6.27951253824178
"24138",2.50672134735188,5.92148432201628
"24139",2.72805030449943,6.82759744701035
"24140",2.41360507596199,5.20500819004304
"24141",2.19712144154097,6.36322704654304
"24142",1.99460766962649,6.36092727159726
"24143",2.33138127121622,5.66332377397087
"24144",1.35299143010333,6.20451670449989
"24145",2.54082025921486,6.61409357352271
"24146",1.75850522953692,7.8997988537464
"24147",1.66948508305484,7.12416801152371
"24148",3.60121518590036,6.22494631316638
"24149",1.1786507474693,5.78072971602457
"24150",1.90515822518707,7.64562919772573
"24151",2.80045374035346,6.20906734334255
"24152",2.28719499073363,6.49027648138885
"24153",3.87586826231099,5.39563474117467
"24154",2.14997242975822,7.0095717878002
"24155",2.05950683761202,7.59739103931488
"24156",2.44293679516199,6.51076562737659
"24157",2.27921023368477,6.44215896360648
"24158",2.3119999187099,7.17379813218447
"24159",3.09315804918381,6.27171187027065
"24160",2.69371051384997,7.07693714660525
"24161",1.89238276381519,6.62911807008553
"24162",2.30938169355226,6.44552330820173
